,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation status,Upregulated,Downregulated,Not significant
ENSCSAG00000003191.1_COTL1,43.88387274,0.473943552,0.350305079,1.352945135,0.176073159,0.509512711,Not Significant,,,
ENSCSAG00000003437.1_ABCE1,41.4898658,-0.410252563,0.303293888,-1.352656875,0.176165274,0.509512711,Not Significant,,,
ENSCSAG00000006049.1_DHRS11,24.93974718,-0.409091952,0.302426422,-1.352699108,0.176151776,0.509512711,Not Significant,,,
ENSCSAG00000006135.1,3.640189759,-1.112068268,0.821898346,-1.353048433,0.176040158,0.509512711,Not Significant,,,
ENSCSAG00000009579.1_ERGIC1,256.3837237,0.245997673,0.181851378,1.352740214,0.176138638,0.509512711,Not Significant,,,
ENSCSAG00000012197.1_DNAJC25,73.35389844,0.340949151,0.252065532,1.352621076,0.176176716,0.509512711,Not Significant,,,
ENSCSAG00000013812.1_TWF2,15.06559539,0.517882469,0.3828854,1.35257826,0.176190401,0.509512711,Not Significant,,,
ENSCSAG00000002011.1,5.867562067,0.892918449,0.660358811,1.35217163,0.176320417,0.509523361,Not Significant,,,
ENSCSAG00000004009.1_CSRP2,252.6671398,-0.231431481,0.171122793,-1.352429307,0.176238019,0.509523361,Not Significant,,,
ENSCSAG00000007061.1_SPHKAP,4.426894877,-0.9279161,0.686253873,-1.352146978,0.176328302,0.509523361,Not Significant,,,
ENSCSAG00000010073.1_EFR3A,520.9832194,0.281078185,0.207872319,1.352167458,0.176321751,0.509523361,Not Significant,,,
ENSCSAG00000009095.1_XRCC5,312.1834026,-0.287710175,0.212801675,-1.352010857,0.176371842,0.509552211,Not Significant,,,
ENSCSAG00000002446.1_AP2A1,362.8990174,0.436405619,0.322856757,1.351700436,0.176471165,0.509696459,Not Significant,,,
ENSCSAG00000006213.1,106.6264924,-0.372144857,0.275356132,-1.351503796,0.176534105,0.509696459,Not Significant,,,
ENSCSAG00000012428.1_NFKBIE,17.9844986,-0.55134203,0.407919653,-1.351594671,0.176505016,0.509696459,Not Significant,,,
ENSCSAG00000013252.1_SNAP29,254.3429195,0.311331742,0.230371179,1.351435296,0.176556034,0.509696459,Not Significant,,,
ENSCSAG00000008540.1_PGM5,279.1807163,-0.260089243,0.192475972,-1.351281619,0.176605238,0.509741595,Not Significant,,,
ENSCSAG00000002718.1_SPIRE2,167.8134863,-0.309964842,0.229526027,-1.350456182,0.1768697,0.510170219,Not Significant,,,
ENSCSAG00000008536.1_DNAJC27,8.523418786,0.773110213,0.572424576,1.350588785,0.176827195,0.510170219,Not Significant,,,
ENSCSAG00000010710.1_MTBP,9.06525397,0.601259163,0.445245661,1.350398703,0.176888127,0.510170219,Not Significant,,,
ENSCSAG00000016647.1_ZBTB46,20.10129945,0.494226046,0.365957066,1.350502811,0.176854753,0.510170219,Not Significant,,,
ENSCSAG00000004057.1_COA4,67.73650936,0.448944751,0.332487102,1.350262157,0.176931907,0.510199583,Not Significant,,,
ENSCSAG00000005514.1_NME2,193.7178165,0.323582475,0.239666427,1.350136852,0.176972089,0.510218564,Not Significant,,,
ENSCSAG00000003802.1_ALG8,202.4379362,-0.241836565,0.179223854,-1.349354788,0.177223036,0.510748111,Not Significant,,,
ENSCSAG00000013773.1_TTC16,75.63722961,0.933507306,0.691768015,1.349451385,0.177192025,0.510748111,Not Significant,,,
ENSCSAG00000005192.1,9.067680591,0.867207775,0.642989789,1.348711583,0.177429624,0.510761865,Not Significant,,,
ENSCSAG00000007120.1_TCAF1,222.7680745,0.325532011,0.241344546,1.348826881,0.177392578,0.510761865,Not Significant,,,
ENSCSAG00000007428.1_DENND5B,340.9421234,0.250094084,0.185369955,1.349161919,0.177284963,0.510761865,Not Significant,,,
ENSCSAG00000007577.1_SNX15,75.96593862,0.345814336,0.256350076,1.348992526,0.177339367,0.510761865,Not Significant,,,
ENSCSAG00000017595.1_LMO7,457.2282097,0.282187247,0.209165659,1.349108873,0.177301999,0.510761865,Not Significant,,,
ENSCSAG00000017952.1_SLC14A1,118.0324382,-0.370125962,0.27440819,-1.34881529,0.177396302,0.510761865,Not Significant,,,
ENSCSAG00000008800.1_LSM2,18.34545116,0.416502981,0.308858616,1.348523106,0.177490194,0.510839384,Not Significant,,,
ENSCSAG00000002180.1_ZBTB44,121.0055984,0.330834632,0.245386641,1.348217782,0.177588347,0.510865291,Not Significant,,,
ENSCSAG00000002709.1_APOA1,12088.33263,0.374256488,0.277609746,1.348138864,0.177613724,0.510865291,Not Significant,,,
ENSCSAG00000010264.1_SHF,46.38104921,-0.455325074,0.33769622,-1.348327422,0.177553096,0.510865291,Not Significant,,,
ENSCSAG00000012841.1_ECT2,8.030689109,0.784131994,0.581667264,1.348076541,0.177633766,0.510865291,Not Significant,,,
ENSCSAG00000015307.1_EXOC6B,47.14937592,-0.426062374,0.316156713,-1.347630324,0.177777312,0.511181308,Not Significant,,,
ENSCSAG00000008283.1_FBXO7,143.8472699,0.241713647,0.179433036,1.347096683,0.177949096,0.511578384,Not Significant,,,
ENSCSAG00000010324.1_BLOC1S6,208.3091654,-0.294706636,0.218809981,-1.346861031,0.178024994,0.511699704,Not Significant,,,
ENSCSAG00000002225.1_MCRIP1,76.18777543,0.3713695,0.275813975,1.346449179,0.1781577,0.511703949,Not Significant,,,
ENSCSAG00000002504.1_HECTD4,439.6419195,-0.208204416,0.154633482,-1.346438123,0.178161263,0.511703949,Not Significant,,,
ENSCSAG00000012782.1_FSTL3,15.60712867,0.994360901,0.73846007,1.346533065,0.178130664,0.511703949,Not Significant,,,
ENSCSAG00000016005.1_PTK2B,87.3011481,0.625283548,0.464345943,1.346589881,0.178112355,0.511703949,Not Significant,,,
ENSCSAG00000015887.1_TAF1A,10.09866812,-0.572703028,0.425438838,-1.346146557,0.178255257,0.511877093,Not Significant,,,
ENSCSAG00000000888.1_PLA2G2D,37.58503896,1.097011164,0.815397108,1.345370438,0.178505637,0.512208635,Not Significant,,,
ENSCSAG00000001741.1_NOTCH2,959.0746383,0.169309177,0.125845493,1.345373389,0.178504684,0.512208635,Not Significant,,,
ENSCSAG00000004572.1_FA2H,5.347131336,-1.212133808,0.900952993,-1.345390733,0.178499086,0.512208635,Not Significant,,,
ENSCSAG00000016834.1_DTHD1,23.98058257,-0.541070426,0.402079809,-1.345679178,0.178406004,0.512208635,Not Significant,,,
ENSCSAG00000018082.1_MRO,85.90965712,-0.29895977,0.222251845,-1.345139653,0.17858014,0.512325604,Not Significant,,,
ENSCSAG00000001519.1_RNPC3,76.89683078,-0.41137542,0.305981284,-1.344446348,0.178804095,0.512774349,Not Significant,,,
ENSCSAG00000018017.1_MOGAT3,4.945493131,1.107469342,0.823726299,1.34446277,0.178798788,0.512774349,Not Significant,,,
ENSCSAG00000003955.1_COL25A1,9.370297358,-0.77042733,0.573269647,-1.343917883,0.178974942,0.513070512,Not Significant,,,
ENSCSAG00000018361.1_KIAA1210,89.91679814,-0.410854965,0.305708766,-1.343942375,0.178967022,0.513070512,Not Significant,,,
ENSCSAG00000007762.1,158.2498824,-0.296136521,0.220423083,-1.343491423,0.179112901,0.513254441,Not Significant,,,
ENSCSAG00000010850.1_E4F1,73.74529204,-0.425674521,0.316862125,-1.343406131,0.179140503,0.513254441,Not Significant,,,
ENSCSAG00000011352.1_ATP1B2,3908.292383,0.529425875,0.394071211,1.343477677,0.17911735,0.513254441,Not Significant,,,
ENSCSAG00000017469.1_COL4A2,357.0014386,0.405975101,0.302224116,1.343291548,0.179177588,0.51326385,Not Significant,,,
ENSCSAG00000012185.1_ABHD6,76.52071889,-0.27916045,0.207837171,-1.343169025,0.179217249,0.513280635,Not Significant,,,
ENSCSAG00000011513.1_POLR3F,47.89095984,-0.363097866,0.270445689,-1.342590696,0.179404545,0.513623305,Not Significant,,,
ENSCSAG00000015012.1_SP5,10.83381929,0.747885636,0.557019623,1.342655816,0.179383448,0.513623305,Not Significant,,,
ENSCSAG00000009110.1,15604.25975,-0.404588585,0.301458854,-1.342102178,0.179562868,0.513979669,Not Significant,,,
ENSCSAG00000018988.1_BASP1,9.420400491,0.71785996,0.534951331,1.341916392,0.179623106,0.514055196,Not Significant,,,
ENSCSAG00000002273.1_GCN1,631.2007299,0.242412884,0.180719319,1.341377811,0.179797818,0.514081287,Not Significant,,,
ENSCSAG00000004014.1_ZDHHC17,92.15879721,-0.387562957,0.288889119,-1.341563015,0.179737725,0.514081287,Not Significant,,,
ENSCSAG00000005531.1_TOM1L1,195.7397263,0.397430145,0.296287518,1.341366477,0.179801496,0.514081287,Not Significant,,,
ENSCSAG00000006190.1_MAPK3,109.7151787,0.335336091,0.249956874,1.341575791,0.17973358,0.514081287,Not Significant,,,
ENSCSAG00000015685.1_ZNF703,143.2398854,0.371109763,0.276628452,1.34154589,0.179743281,0.514081287,Not Significant,,,
ENSCSAG00000012407.1,166.1543829,1.276599912,0.951977138,1.340998497,0.179920941,0.514234851,Not Significant,,,
ENSCSAG00000018838.1_JUNB,61.77291518,-0.599371335,0.446961038,-1.340992356,0.179922935,0.514234851,Not Significant,,,
ENSCSAG00000007034.1_GABRE,5.731387559,-1.184682418,0.883683111,-1.340619056,0.180044167,0.514387709,Not Significant,,,
ENSCSAG00000010480.1_ATP2C1,223.7227963,0.268573736,0.200328141,1.340669039,0.180027931,0.514387709,Not Significant,,,
ENSCSAG00000004237.1_NUP98,228.96233,-0.258051399,0.192505761,-1.340486626,0.18008719,0.51441384,Not Significant,,,
ENSCSAG00000008897.1_ERMP1,65.48574609,-0.381779461,0.284853931,-1.340263972,0.18015954,0.51452372,Not Significant,,,
ENSCSAG00000012554.1_ZC3H15,61.46971651,0.400518759,0.298884177,1.340046711,0.180230159,0.514628614,Not Significant,,,
ENSCSAG00000011651.1_UQCC4,21.27272869,0.598952637,0.447116547,1.339589513,0.180378835,0.514831265,Not Significant,,,
ENSCSAG00000013395.1_USP6NL,282.3802054,-0.254779524,0.190198209,-1.339547437,0.180392522,0.514831265,Not Significant,,,
ENSCSAG00000015079.1_GPX1,1685.138734,0.397096033,0.296447461,1.339515714,0.180402842,0.514831265,Not Significant,,,
ENSCSAG00000002732.1_BUD13,48.52451189,-0.543741026,0.40608919,-1.338969464,0.180580614,0.515048201,Not Significant,,,
ENSCSAG00000003175.1_RTN2,3.656001037,1.13763767,0.849584615,1.339051638,0.180553863,0.515048201,Not Significant,,,
ENSCSAG00000010655.1_TRMT61B,148.2735561,-0.230185588,0.171886633,-1.339170964,0.180515023,0.515048201,Not Significant,,,
ENSCSAG00000002319.1_RNF213,1222.445058,0.348427235,0.26032257,1.338444202,0.180751678,0.515372232,Not Significant,,,
ENSCSAG00000016625.1_NDUFS4,66.54554446,0.380199524,0.284067585,1.338412209,0.180762101,0.515372232,Not Significant,,,
ENSCSAG00000014376.1,2.098103066,1.454103515,1.086554715,1.338269942,0.180808456,0.515407624,Not Significant,,,
ENSCSAG00000019523.1_LRRC61,24.64522708,0.615825517,0.460206415,1.338150658,0.18084733,0.515421679,Not Significant,,,
ENSCSAG00000001406.1_PTGFR,4.855951891,-1.247185456,0.932264316,-1.337802418,0.180960853,0.515648444,Not Significant,,,
ENSCSAG00000015192.1_VCPKMT,11.10318572,-0.622281083,0.465209422,-1.337636456,0.181014974,0.515705888,Not Significant,,,
ENSCSAG00000004368.1_CDS1,6.748520503,0.919059959,0.687317349,1.337169737,0.181167238,0.515752626,Not Significant,,,
ENSCSAG00000004721.1_BTC,8.440402713,-0.630356975,0.471370412,-1.337285835,0.181129353,0.515752626,Not Significant,,,
ENSCSAG00000005842.1_PI4K2A,9.392793057,-0.639776895,0.478371289,-1.337406548,0.181089968,0.515752626,Not Significant,,,
ENSCSAG00000008232.1_ABCB6,64.25955531,-0.422765397,0.316160877,-1.33718441,0.181162449,0.515752626,Not Significant,,,
ENSCSAG00000018108.1_POLI,90.81994706,-0.283200793,0.211849275,-1.336803219,0.181286878,0.515996484,Not Significant,,,
ENSCSAG00000003750.1_AKT2,601.0685824,0.219706892,0.164374886,1.336620798,0.181346447,0.516034546,Not Significant,,,
ENSCSAG00000004640.1_SCARB2,877.3302951,-0.262594676,0.196471409,-1.336554141,0.181368217,0.516034546,Not Significant,,,
ENSCSAG00000012548.1_CYP51A1,264.7858087,0.557797899,0.417378283,1.336432494,0.181407951,0.516050907,Not Significant,,,
ENSCSAG00000003983.1_XRRA1,3.346108081,-1.327146289,0.993423608,-1.335931901,0.181571533,0.516419503,Not Significant,,,
ENSCSAG00000013264.1,113.0518968,-0.583115058,0.436530844,-1.335793487,0.181616783,0.516451469,Not Significant,,,
ENSCSAG00000001015.1_RAB42,2.731056814,1.381505781,1.034333257,1.335648615,0.181664152,0.51648945,Not Significant,,,
ENSCSAG00000001480.1,55.20679717,0.470914375,0.352660565,1.335319062,0.181771942,0.516670698,Not Significant,,,
ENSCSAG00000006738.1_FAM3A,89.93634632,0.290629843,0.217660202,1.335245674,0.181795953,0.516670698,Not Significant,,,
ENSCSAG00000009652.1_ATRAID,93.55438183,0.310206206,0.23246209,1.33443783,0.182060409,0.51693854,Not Significant,,,
ENSCSAG00000010169.1_C12orf57,108.386805,-0.600758968,0.450185972,-1.334468432,0.182050386,0.51693854,Not Significant,,,
ENSCSAG00000015849.1_WDSUB1,102.0138485,-0.28132533,0.210786465,-1.334646083,0.181992208,0.51693854,Not Significant,,,
ENSCSAG00000017016.1_SLC1A3,5.258886342,-1.076397582,0.806475691,-1.334693151,0.181976796,0.51693854,Not Significant,,,
ENSCSAG00000018506.1,2.9163712,-1.206074395,0.903705371,-1.334588057,0.182011209,0.51693854,Not Significant,,,
ENSCSAG00000006793.1_PLA2G6,22.34810797,-0.5255165,0.393918736,-1.334073382,0.182179808,0.517163093,Not Significant,,,
ENSCSAG00000009047.1_MROH6,3.203604744,-1.249259273,0.936484255,-1.33398855,0.182207609,0.517163093,Not Significant,,,
ENSCSAG00000016420.1_JMJD4,71.02714441,-0.385698435,0.289193255,-1.333704808,0.182300618,0.517233724,Not Significant,,,
ENSCSAG00000017858.1_TRAPPC14,34.30718305,0.456381135,0.342169363,1.333787251,0.18227359,0.517233724,Not Significant,,,
ENSCSAG00000001479.1_BCAR3,121.5477559,-0.250486773,0.187851542,-1.333429424,0.182390922,0.517369962,Not Significant,,,
ENSCSAG00000002751.1_KCTD10,198.3452659,-0.196934642,0.14771376,-1.333217988,0.182460278,0.517369962,Not Significant,,,
ENSCSAG00000003973.1_ECH1,416.3960602,0.35296529,0.264761457,1.333144535,0.182484377,0.517369962,Not Significant,,,
ENSCSAG00000012589.1_COMMD7,115.6897521,0.266569618,0.199955775,1.333142878,0.18248492,0.517369962,Not Significant,,,
ENSCSAG00000006804.1_IRAK1,152.0247033,0.375976983,0.282274778,1.331953872,0.182875347,0.518221576,Not Significant,,,
ENSCSAG00000007527.1_GFOD1,21.19422276,-0.522946925,0.392627456,-1.331916342,0.18288768,0.518221576,Not Significant,,,
ENSCSAG00000009101.1_UIMC1,33.9423409,-0.374951685,0.281505842,-1.331949923,0.182876645,0.518221576,Not Significant,,,
ENSCSAG00000000661.1,232.1146713,-0.287228046,0.215754037,-1.331275421,0.183098403,0.518598902,Not Significant,,,
ENSCSAG00000003908.1_MAP6,2.435007664,1.434259366,1.077418612,1.33119973,0.1831233,0.518598902,Not Significant,,,
ENSCSAG00000004918.1_STAC3,15.69682576,0.565846321,0.425033897,1.331296925,0.18309133,0.518598902,Not Significant,,,
ENSCSAG00000011021.1_CORO2A,462.6851093,-0.280439386,0.210811189,-1.330287012,0.183423725,0.519352836,Not Significant,,,
ENSCSAG00000004160.1_ZNF570,237.8952655,-0.26655584,0.200406377,-1.33007664,0.183493021,0.519452186,Not Significant,,,
ENSCSAG00000004176.1_FOLR1,6.340884143,1.361500559,1.023799306,1.329851028,0.183567359,0.519565769,Not Significant,,,
ENSCSAG00000014153.1_MTIF2,187.0336926,-0.194594742,0.146358715,-1.329573998,0.18365867,0.519727339,Not Significant,,,
ENSCSAG00000001658.1_CSDE1,1290.073267,0.242017664,0.182058246,1.329341949,0.18373518,0.519846975,Not Significant,,,
ENSCSAG00000004648.1_GARRE1,237.16069,-0.237691027,0.178859645,-1.328924849,0.183872765,0.519848805,Not Significant,,,
ENSCSAG00000005812.1_AGBL2,43.82885959,0.327732202,0.246609946,1.328949652,0.183864581,0.519848805,Not Significant,,,
ENSCSAG00000011000.1_SAYSD1,31.95168464,0.406276807,0.305706554,1.328976438,0.183855744,0.519848805,Not Significant,,,
ENSCSAG00000019281.1,3.615935743,1.11671815,0.840265759,1.329005898,0.183846024,0.519848805,Not Significant,,,
ENSCSAG00000009330.1,2.127554278,1.579060414,1.188518764,1.328595275,0.183981532,0.520059487,Not Significant,,,
ENSCSAG00000000117.1_SPIN3,2.975546474,1.009105981,0.759721047,1.328258557,0.184092706,0.5200833,Not Significant,,,
ENSCSAG00000009428.1_ARL10,3.698449102,-0.948899807,0.714384854,-1.328275371,0.184087153,0.5200833,Not Significant,,,
ENSCSAG00000017390.1_PGM3,95.27397875,-0.39339661,0.296161963,-1.328315785,0.184073807,0.5200833,Not Significant,,,
ENSCSAG00000014986.1_STAU1,696.3680114,0.37351476,0.28123063,1.328143951,0.184130556,0.52009347,Not Significant,,,
ENSCSAG00000002726.1_GLTP,204.4442735,-0.390972978,0.294489244,-1.327630756,0.184300119,0.520094867,Not Significant,,,
ENSCSAG00000004847.1_DCK,25.11796453,0.429109554,0.323187059,1.327743615,0.18426282,0.520094867,Not Significant,,,
ENSCSAG00000012371.1_ANKAR,19.91086985,-0.662090959,0.498719229,-1.327582575,0.184316044,0.520094867,Not Significant,,,
ENSCSAG00000015240.1_KLHDC1,5.68970337,-0.898014173,0.676565322,-1.327313333,0.184405055,0.520094867,Not Significant,,,
ENSCSAG00000015526.1_NFKBIA,428.3330591,-0.263014183,0.198130665,-1.327478428,0.184350471,0.520094867,Not Significant,,,
ENSCSAG00000016027.1_SUSD4,7.06047227,0.879441533,0.662542256,1.327374253,0.184384912,0.520094867,Not Significant,,,
ENSCSAG00000017373.1_TMEM127,86.93236012,0.459144147,0.345768395,1.32789507,0.184212774,0.520094867,Not Significant,,,
ENSCSAG00000019320.1_FANCF,5.256109409,0.836750803,0.630352862,1.327432385,0.184365693,0.520094867,Not Significant,,,
ENSCSAG00000011462.1_ZNF555,9.108560074,-0.85748994,0.646212529,-1.326947253,0.184526132,0.520319898,Not Significant,,,
ENSCSAG00000013210.1_OPTN,131.7684062,0.35765514,0.269570062,1.326761353,0.184587639,0.520319898,Not Significant,,,
ENSCSAG00000017763.1_LAMA3,130.8155091,-0.659358273,0.496941854,-1.326831838,0.184564316,0.520319898,Not Significant,,,
ENSCSAG00000002378.1,14.49338333,0.668370714,0.503834989,1.326566691,0.184652061,0.520391346,Not Significant,,,
ENSCSAG00000004480.1,9.596296834,-0.595268794,0.44876515,-1.326459495,0.184687543,0.520391346,Not Significant,,,
ENSCSAG00000018780.1_CCRL2,6.904671258,0.754304117,0.568696333,1.326374154,0.184715795,0.520391346,Not Significant,,,
ENSCSAG00000000626.1,34.38277139,-0.407991463,0.307732235,-1.325800215,0.184905882,0.520733645,Not Significant,,,
ENSCSAG00000017434.1_ADPRHL1,181.7363163,-0.39989259,0.301617877,-1.325825226,0.184897595,0.520733645,Not Significant,,,
ENSCSAG00000001968.1_PBXIP1,148.6416927,0.278560675,0.210199321,1.325221571,0.185097673,0.520983904,Not Significant,,,
ENSCSAG00000002130.1_SYT3,65.28122101,-0.369116645,0.278498733,-1.325379981,0.185045153,0.520983904,Not Significant,,,
ENSCSAG00000017762.1_CPB2,1693.228563,0.373403407,0.281750866,1.325296395,0.185072864,0.520983904,Not Significant,,,
ENSCSAG00000006338.1_MIEF1,92.42994818,0.353746708,0.266990614,1.324940611,0.18519085,0.521142079,Not Significant,,,
ENSCSAG00000009229.1,66.40942508,-0.425236955,0.320971057,-1.324845171,0.185222509,0.521142079,Not Significant,,,
ENSCSAG00000016469.1_TAPT1,176.0541853,-0.272542046,0.205743581,-1.32466853,0.185281115,0.5212104,Not Significant,,,
ENSCSAG00000017413.1_MAL,43.94239971,-0.443217167,0.334635878,-1.324475932,0.185345031,0.521293628,Not Significant,,,
ENSCSAG00000002812.1_TTC12,44.4429308,-0.364901559,0.275585259,-1.324096797,0.185470899,0.521522245,Not Significant,,,
ENSCSAG00000014196.1_PLCD1,29.30148653,-0.356002286,0.268878985,-1.32402421,0.185495005,0.521522245,Not Significant,,,
ENSCSAG00000015418.1_CASS4,288.5950463,0.777339029,0.587152164,1.3239141,0.185531575,0.521528501,Not Significant,,,
ENSCSAG00000004732.1_MIF4GD,61.60806446,-0.44758911,0.338119159,-1.323761455,0.185582281,0.521574485,Not Significant,,,
ENSCSAG00000004400.1_MSRB3,12.60612384,0.670736797,0.506731498,1.323653256,0.18561823,0.521578981,Not Significant,,,
ENSCSAG00000000200.1_HTR1B,4.067034158,1.0921607,0.825682882,1.322736275,0.185923096,0.521856231,Not Significant,,,
ENSCSAG00000005854.1_GDPD1,64.24385884,-0.3985515,0.301230309,-1.323079014,0.185809103,0.521856231,Not Significant,,,
ENSCSAG00000006960.1_MINPP1,35.71584386,-0.429721163,0.324870067,-1.322747788,0.185919266,0.521856231,Not Significant,,,
ENSCSAG00000011756.1_PLSCR3,265.3562169,-0.219182603,0.165703474,-1.322739937,0.185921878,0.521856231,Not Significant,,,
ENSCSAG00000013875.1_SMAP1,125.8279067,0.291835934,0.220629132,1.322744329,0.185920416,0.521856231,Not Significant,,,
ENSCSAG00000015392.1_PACC1,29.61551932,-0.41863919,0.316393962,-1.323157963,0.185782852,0.521856231,Not Significant,,,
ENSCSAG00000000401.1_TIFA,2.480948706,1.37762515,1.041794958,1.322357283,0.186049206,0.521954488,Not Significant,,,
ENSCSAG00000009017.1_HS3ST3B1,707.2554514,0.203132923,0.153618444,1.322321185,0.186061221,0.521954488,Not Significant,,,
ENSCSAG00000018746.1_CEBPB,338.2705381,-0.467380548,0.353422828,-1.322440177,0.186021618,0.521954488,Not Significant,,,
ENSCSAG00000006054.1_TMBIM6,9198.961013,0.2658468,0.201083956,1.322068681,0.186145281,0.522093849,Not Significant,,,
ENSCSAG00000000742.1_TNFRSF25,6.110995376,1.157265263,0.875549009,1.321759549,0.186248232,0.522174367,Not Significant,,,
ENSCSAG00000001556.1_EPS8L3,8.967325186,-2.367584331,1.791439645,-1.321609878,0.186298092,0.522174367,Not Significant,,,
ENSCSAG00000003768.1_HSF4,13.30880261,-0.663147285,0.501721626,-1.321743475,0.186253587,0.522174367,Not Significant,,,
ENSCSAG00000004768.1,217.6470668,1.042822578,0.789199977,1.321366711,0.18637912,0.522174367,Not Significant,,,
ENSCSAG00000011481.1,11.336853,-0.610775303,0.462231229,-1.321363128,0.186380314,0.522174367,Not Significant,,,
ENSCSAG00000014231.1_RBM45,18.23244173,-0.627842419,0.475129585,-1.32141302,0.186363687,0.522174367,Not Significant,,,
ENSCSAG00000003685.1_TMEM126B,22.58062099,0.615431437,0.465946167,1.320820903,0.186561088,0.522391688,Not Significant,,,
ENSCSAG00000004320.1_SPARCL1,160.9301562,-0.482220251,0.365078234,-1.320868259,0.186545295,0.522391688,Not Significant,,,
ENSCSAG00000009664.1_AZI2,65.03464282,-0.27527612,0.208408538,-1.320848577,0.186551859,0.522391688,Not Significant,,,
ENSCSAG00000014339.1_RPH3AL,20.02630532,-0.680663553,0.515513888,-1.320359293,0.186715088,0.522726513,Not Significant,,,
ENSCSAG00000016800.1_TUSC3,14.68329616,-0.506026787,0.383352894,-1.320002524,0.186834175,0.522963494,Not Significant,,,
ENSCSAG00000007846.1_FAM89B,10.32199418,-0.808677799,0.612839441,-1.319558999,0.1869823,0.523028107,Not Significant,,,
ENSCSAG00000009924.1_KANSL1L,210.4967964,-0.27856891,0.211064416,-1.319828873,0.186892159,0.523028107,Not Significant,,,
ENSCSAG00000016873.1_FAM114A1,276.3718824,-0.241305194,0.182873343,-1.31952088,0.186995034,0.523028107,Not Significant,,,
ENSCSAG00000019635.1_FKRP,21.99428568,-0.521986001,0.395576074,-1.319559079,0.186982273,0.523028107,Not Significant,,,
ENSCSAG00000001691.1_ATP1A1,1183.624164,0.290595346,0.220364967,1.318700294,0.187269329,0.523069235,Not Significant,,,
ENSCSAG00000003524.1_MAML3,58.72709675,0.370092509,0.280601288,1.318926621,0.187193645,0.523069235,Not Significant,,,
ENSCSAG00000007674.1_MBOAT1,22.80896989,-0.57943586,0.439328018,-1.318913969,0.187197876,0.523069235,Not Significant,,,
ENSCSAG00000007990.1_ZNF280C,15.889557,-0.524715495,0.397807703,-1.319017935,0.187163116,0.523069235,Not Significant,,,
ENSCSAG00000008210.1_TOM1,154.7766785,-0.279051117,0.211528432,-1.319213282,0.187097819,0.523069235,Not Significant,,,
ENSCSAG00000012446.1_AARS2,134.0904198,-0.317311883,0.240628503,-1.318679534,0.187276272,0.523069235,Not Significant,,,
ENSCSAG00000015288.1,6.07770939,0.861049709,0.652976961,1.318652511,0.18728531,0.523069235,Not Significant,,,
ENSCSAG00000019283.1_TOB2,113.6245833,-0.317105447,0.240407147,-1.319035025,0.187157403,0.523069235,Not Significant,,,
ENSCSAG00000006801.1,119.2439433,-0.299481536,0.227133569,-1.318526086,0.187327599,0.523091134,Not Significant,,,
ENSCSAG00000001204.1_BEST4,44.78177157,-0.431067046,0.326966567,-1.318382642,0.187375589,0.523128942,Not Significant,,,
ENSCSAG00000001171.1_C1orf50,9.923464176,0.631267148,0.478970196,1.317967492,0.18751453,0.523420615,Not Significant,,,
ENSCSAG00000008254.1_SYN3,2.749328221,1.412584235,1.071905861,1.3178249,0.18756227,0.52345765,Not Significant,,,
ENSCSAG00000013719.1_CLCN2,41.41656938,-0.583334081,0.442854099,-1.317215042,0.187766553,0.52393148,Not Significant,,,
ENSCSAG00000004012.1_LCAT,542.0677605,0.335535721,0.254755518,1.31708912,0.187808754,0.523952953,Not Significant,,,
ENSCSAG00000007858.1_IGSF1,4.378622511,0.979755141,0.744209254,1.316504915,0.18800463,0.524403068,Not Significant,,,
ENSCSAG00000012321.1_PPM1L,15.90036259,0.602536019,0.457776973,1.316221772,0.188099618,0.52447534,Not Significant,,,
ENSCSAG00000015616.1_TNPO1,150.4084641,-0.303780239,0.230782784,-1.316303729,0.18807212,0.52447534,Not Significant,,,
ENSCSAG00000007716.1_NDUFAF1,318.610887,-0.28959889,0.220044472,-1.316092549,0.188142981,0.52449994,Not Significant,,,
ENSCSAG00000010461.1_JAGN1,33.63802749,-0.359369848,0.273235995,-1.315236114,0.188430562,0.524886488,Not Significant,,,
ENSCSAG00000011568.1_EIF2A,316.4708944,-0.181196909,0.137757897,-1.315328651,0.188399473,0.524886488,Not Significant,,,
ENSCSAG00000012710.1_TRDMT1,13.71500795,0.505059426,0.384027437,1.315164954,0.188454471,0.524886488,Not Significant,,,
ENSCSAG00000014741.1_PREP,101.111372,0.221362695,0.168276485,1.315470164,0.188351938,0.524886488,Not Significant,,,
ENSCSAG00000018040.1_CTSK,62.90127066,0.297507758,0.226151103,1.315526452,0.188333033,0.524886488,Not Significant,,,
ENSCSAG00000017642.1_GREB1L,74.01942118,-0.423287542,0.321934098,-1.314826685,0.188568157,0.525106815,Not Significant,,,
ENSCSAG00000001101.1_STK40,546.8355744,-0.268425692,0.204204527,-1.314494324,0.188679907,0.525129104,Not Significant,,,
ENSCSAG00000010034.1_ZSCAN32,666.0721029,-0.234729034,0.178560468,-1.314563279,0.188656718,0.525129104,Not Significant,,,
ENSCSAG00000015010.1_PTGIS,318.9602623,-0.393934312,0.299670795,-1.314556901,0.188658863,0.525129104,Not Significant,,,
ENSCSAG00000005601.1_BST2,139.1123928,0.362012119,0.275461573,1.314201888,0.188778273,0.525306593,Not Significant,,,
