,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation status,Upregulated,Downregulated,Not significant
ENSCSAG00000004641.1_NUP54,81.28865462,-0.028828073,0.24157637,-0.119333165,0.905011409,0.97278957,Not Significant,,,
ENSCSAG00000007414.1_ETFBKMT,46.22785905,-0.038259732,0.320569043,-0.119349427,0.904998526,0.97278957,Not Significant,,,
ENSCSAG00000010966.1_USP8,216.1713566,0.03057455,0.256421468,0.119235531,0.905088757,0.972803849,Not Significant,,,
ENSCSAG00000002348.1_CBX4,129.6313842,0.030423777,0.25559128,0.119032922,0.905249273,0.972824698,Not Significant,,,
ENSCSAG00000010250.1_HSP90AA1,352.9177925,-0.053656344,0.450625417,-0.119070833,0.905219239,0.972824698,Not Significant,,,
ENSCSAG00000011961.1_TNR,2.339067288,-0.096101798,0.807792279,-0.118968453,0.905300349,0.972824698,Not Significant,,,
ENSCSAG00000000953.1_LDLRAP1,162.5795529,-0.022527281,0.190198135,-0.118441124,0.905718143,0.972839429,Not Significant,,,
ENSCSAG00000002469.1_FCRL6,4.769358403,0.088248313,0.746744774,0.118177343,0.905927142,0.972839429,Not Significant,,,
ENSCSAG00000003066.1,7.560609495,0.05859328,0.494226839,0.118555439,0.905627571,0.972839429,Not Significant,,,
ENSCSAG00000003920.1_RRH,4.394582355,-0.086088709,0.727034247,-0.118410802,0.905742167,0.972839429,Not Significant,,,
ENSCSAG00000004283.1_NUP107,24.81886633,-0.038696145,0.328318696,-0.117861533,0.906177373,0.972839429,Not Significant,,,
ENSCSAG00000006286.1_HJURP,41.77769176,-0.040213229,0.341266027,-0.117835429,0.906198057,0.972839429,Not Significant,,,
ENSCSAG00000007617.1_ACSM1,608.5259863,-0.055222324,0.468643156,-0.117834483,0.906198806,0.972839429,Not Significant,,,
ENSCSAG00000011425.1_MPDU1,96.07796048,0.031507362,0.266473143,0.118238416,0.905878752,0.972839429,Not Significant,,,
ENSCSAG00000012264.1_HIBCH,44.68553412,-0.035697841,0.302251766,-0.118106312,0.905983422,0.972839429,Not Significant,,,
ENSCSAG00000012510.1_PCDHB12,6.118066048,0.067008998,0.568744678,0.11781912,0.906210979,0.972839429,Not Significant,,,
ENSCSAG00000015820.1_GZMB,20.1118586,-0.058342238,0.494728182,-0.117927864,0.906124815,0.972839429,Not Significant,,,
ENSCSAG00000017706.1_DAGLB,32.94253756,-0.036528094,0.30859162,-0.118370336,0.905774229,0.972839429,Not Significant,,,
ENSCSAG00000018125.1_XPO4,45.34157122,0.03509133,0.297690707,0.117878488,0.906163939,0.972839429,Not Significant,,,
ENSCSAG00000019576.1_FLRT2,47.72162615,-0.052543912,0.44310435,-0.11858135,0.905607041,0.972839429,Not Significant,,,
ENSCSAG00000001026.1_LAPTM5,174.3599683,0.026317313,0.224011205,0.117482127,0.906478007,0.972900846,Not Significant,,,
ENSCSAG00000010353.1_PPIL1,8.549882854,-0.065712549,0.560005728,-0.117342637,0.906588539,0.972900846,Not Significant,,,
ENSCSAG00000011023.1_PKD1,264.4265178,-0.039043816,0.33190836,-0.117634327,0.906357405,0.972900846,Not Significant,,,
ENSCSAG00000011363.1_BCAP29,120.2599057,0.026497544,0.225792618,0.117353457,0.906579965,0.972900846,Not Significant,,,
ENSCSAG00000017023.1_MYOM2,3.393503985,0.107572791,0.916542741,0.117368003,0.906568439,0.972900846,Not Significant,,,
ENSCSAG00000003641.1,3.657756392,0.093616899,0.799790335,0.1170518,0.906819005,0.972941891,Not Significant,,,
ENSCSAG00000008928.1_NSD1,300.8444769,-0.017619261,0.150497881,-0.117073152,0.906802085,0.972941891,Not Significant,,,
ENSCSAG00000014036.1_OTC,932.9598476,-0.038290973,0.326840995,-0.117154743,0.90673743,0.972941891,Not Significant,,,
ENSCSAG00000012986.1_CHRNE,2.515006011,0.119254479,1.020367576,0.116874038,0.906959872,0.972955539,Not Significant,,,
ENSCSAG00000013664.1_SPTB,3.945480214,-0.078022951,0.667412993,-0.116903555,0.906936481,0.972955539,Not Significant,,,
ENSCSAG00000007392.1_DNM1L,61.38769538,0.037487176,0.321324077,0.116664697,0.907125767,0.972996028,Not Significant,,,
ENSCSAG00000014543.1_FAM81B,7.142806956,-0.063454152,0.543538035,-0.1167428,0.907063872,0.972996028,Not Significant,,,
ENSCSAG00000007798.1_VPS26A,107.6597094,-0.024631476,0.211727187,-0.116335913,0.907386325,0.973206762,Not Significant,,,
ENSCSAG00000003606.1_PLK4,5.544928699,-0.076497557,0.65878369,-0.116119385,0.907557926,0.973322064,Not Significant,,,
ENSCSAG00000009742.1_PLAA,82.61943204,-0.028025323,0.241559456,-0.116018323,0.90763802,0.973339218,Not Significant,,,
ENSCSAG00000018403.1,44.43544603,0.033927625,0.293588349,0.11556189,0.907999768,0.973658391,Not Significant,,,
ENSCSAG00000001681.1_TSPAN2,69.51551204,-0.037726224,0.327151724,-0.115317211,0.908193697,0.973692356,Not Significant,,,
ENSCSAG00000007792.1_SPECC1,11.07913924,-0.058089598,0.503903463,-0.11527922,0.908223808,0.973692356,Not Significant,,,
ENSCSAG00000019238.1,62.69950087,-0.030207389,0.26197787,-0.115305117,0.908203283,0.973692356,Not Significant,,,
ENSCSAG00000018673.1,35.37691342,-0.043596064,0.379093964,-0.11500068,0.908444583,0.973860289,Not Significant,,,
ENSCSAG00000001857.1_S100A14,15.2520435,0.067075805,0.5875526,0.114161362,0.90910988,0.974040115,Not Significant,,,
ENSCSAG00000002236.1_KCNJ5,148.798672,-0.097965497,0.855101307,-0.114565954,0.908789166,0.974040115,Not Significant,,,
ENSCSAG00000002290.1_PRKAB1,49.17953523,-0.027137216,0.237750295,-0.114141672,0.909125489,0.974040115,Not Significant,,,
ENSCSAG00000005779.1_PSMC3,217.3298746,0.018312544,0.159949565,0.114489492,0.908849776,0.974040115,Not Significant,,,
ENSCSAG00000009136.1_CDIP1,262.3246165,0.021262624,0.185761789,0.114461775,0.908871746,0.974040115,Not Significant,,,
ENSCSAG00000011812.1_GSTZ1,861.6168196,-0.025487899,0.223158139,-0.114214515,0.909067746,0.974040115,Not Significant,,,
ENSCSAG00000014971.1_SPACA9,10.51893192,0.048341156,0.422922963,0.114302509,0.908997994,0.974040115,Not Significant,,,
ENSCSAG00000018758.1_PRNP,50.42699316,-0.040396517,0.352466128,-0.114611061,0.908753412,0.974040115,Not Significant,,,
ENSCSAG00000000410.1_TIGD2,23.06594445,0.04390215,0.38893334,0.112878342,0.910127007,0.97404533,Not Significant,,,
ENSCSAG00000000801.1_CLCN6,109.6969942,0.027037618,0.239536249,0.112874848,0.910129777,0.97404533,Not Significant,,,
ENSCSAG00000001654.1_ZNF805,29.08343251,-0.033085346,0.294886385,-0.112196925,0.910667267,0.97404533,Not Significant,,,
ENSCSAG00000002729.1_SPATA46,5.796396784,0.09206712,0.819887212,0.112292421,0.910591551,0.97404533,Not Significant,,,
ENSCSAG00000004144.1_TERF2,50.23945172,-0.024660962,0.221167702,-0.111503453,0.911217128,0.97404533,Not Significant,,,
ENSCSAG00000004163.1_WWP2,191.7226532,0.015971642,0.140442948,0.113723345,0.909457106,0.97404533,Not Significant,,,
ENSCSAG00000004468.1_NRIP3,30.51732832,-0.040236226,0.359312464,-0.111981159,0.910838346,0.97404533,Not Significant,,,
ENSCSAG00000004636.1_TSPAN31,26.81437019,-0.044515183,0.395336892,-0.112600629,0.910347186,0.97404533,Not Significant,,,
ENSCSAG00000004793.1_CHKB,22.8427737,-0.042667864,0.381782248,-0.111759687,0.911013952,0.97404533,Not Significant,,,
ENSCSAG00000005130.1_POLR2B,162.3210244,-0.026018026,0.23394005,-0.111216641,0.911444556,0.97404533,Not Significant,,,
ENSCSAG00000005975.1_LIMA1,101.2303805,0.030640204,0.275646655,0.111157538,0.911491423,0.97404533,Not Significant,,,
ENSCSAG00000007397.1_EHD1,360.2910114,-0.033316903,0.299768746,-0.111142017,0.91150373,0.97404533,Not Significant,,,
ENSCSAG00000007811.1_SUPV3L1,77.549035,-0.026241826,0.233356796,-0.11245366,0.910463711,0.97404533,Not Significant,,,
ENSCSAG00000007877.1_HKDC1,2.472389462,0.158278685,1.406992697,0.112494319,0.910431474,0.97404533,Not Significant,,,
ENSCSAG00000008076.1,4.825298693,-0.063890913,0.561799114,-0.113725549,0.909455359,0.97404533,Not Significant,,,
ENSCSAG00000008516.1_ADCK5,23.33635924,-0.047111693,0.423162837,-0.111332302,0.911352841,0.97404533,Not Significant,,,
ENSCSAG00000008604.1_CORO1B,105.6214479,-0.02648946,0.236627904,-0.111945631,0.910866515,0.97404533,Not Significant,,,
ENSCSAG00000008611.1_KANK1,428.0539743,-0.024634002,0.220396509,-0.111771289,0.911004753,0.97404533,Not Significant,,,
ENSCSAG00000009710.1_NGLY1,63.63471785,0.025927472,0.232373912,0.111576519,0.911159191,0.97404533,Not Significant,,,
ENSCSAG00000009931.1,21.34321689,0.04079424,0.361272775,0.112918113,0.910095476,0.97404533,Not Significant,,,
ENSCSAG00000010379.1_ZNF384,231.4268528,-0.024738216,0.220780498,-0.112048918,0.91078462,0.97404533,Not Significant,,,
ENSCSAG00000010684.1_EBI3,2.207576137,-0.102296237,0.899457202,-0.113731078,0.909450975,0.97404533,Not Significant,,,
ENSCSAG00000011243.1,14.04529701,0.063113437,0.555087405,0.113699999,0.909475613,0.97404533,Not Significant,,,
ENSCSAG00000012680.1_PHC3,406.5072202,0.023919832,0.212340654,0.112648385,0.910309323,0.97404533,Not Significant,,,
ENSCSAG00000012914.1_RNF24,5.998776369,0.064856711,0.573873001,0.113015791,0.910018036,0.97404533,Not Significant,,,
ENSCSAG00000013751.1_CLUH,877.7418399,-0.023748369,0.212247753,-0.111889851,0.910910744,0.97404533,Not Significant,,,
ENSCSAG00000014016.1,105.5008968,-0.091365949,0.811691446,-0.112562414,0.910377485,0.97404533,Not Significant,,,
ENSCSAG00000014187.1_VILL,35.84005251,-0.051526035,0.462744078,-0.111348881,0.911339695,0.97404533,Not Significant,,,
ENSCSAG00000014436.1_ENDOG,151.1849995,-0.036990337,0.328567904,-0.112580493,0.910363151,0.97404533,Not Significant,,,
ENSCSAG00000015273.1_MID1,110.058839,0.039792425,0.357735511,0.111234204,0.911430629,0.97404533,Not Significant,,,
ENSCSAG00000015314.1,28.47927752,0.043762846,0.387829293,0.112840486,0.91015702,0.97404533,Not Significant,,,
ENSCSAG00000015505.1_ACTG2,71.16501526,-0.113906689,1.021220753,-0.111539732,0.911188361,0.97404533,Not Significant,,,
ENSCSAG00000017081.1,4197.323788,-0.024506146,0.217489664,-0.112677289,0.910286407,0.97404533,Not Significant,,,
ENSCSAG00000017235.1_UNC50,43.99937815,0.028298944,0.250227724,0.11309276,0.909957015,0.97404533,Not Significant,,,
ENSCSAG00000017559.1_UNCX,16.91111634,0.08282062,0.736807219,0.112404734,0.910502502,0.97404533,Not Significant,,,
ENSCSAG00000017934.1_GIGYF1,173.8665865,-0.02291629,0.20393396,-0.112371133,0.910529143,0.97404533,Not Significant,,,
ENSCSAG00000018453.1_XPNPEP1,54.16466773,0.030241354,0.270274261,0.111891357,0.91090955,0.97404533,Not Significant,,,
ENSCSAG00000013532.1_PFKFB3,73.70867012,0.051058592,0.460092568,0.110974608,0.911636482,0.974118639,Not Significant,,,
ENSCSAG00000005340.1_CALHM2,12.43223373,-0.060982435,0.552364995,-0.110402425,0.91209023,0.974123656,Not Significant,,,
ENSCSAG00000005797.1_KBTBD4,23.61893961,0.037084597,0.335664084,0.110481279,0.912027696,0.974123656,Not Significant,,,
ENSCSAG00000006763.1_PANK1,82.44288228,-0.036901123,0.333380593,-0.110687675,0.91186402,0.974123656,Not Significant,,,
ENSCSAG00000007699.1_TLE4,76.73199143,0.026676684,0.241256316,0.110574033,0.91195414,0.974123656,Not Significant,,,
ENSCSAG00000011392.1_PARD3,153.7966528,0.016917696,0.152790346,0.110724904,0.911834497,0.974123656,Not Significant,,,
ENSCSAG00000012528.1_RUNX2,8.296654286,0.069407312,0.626296851,0.110821748,0.911757699,0.974123656,Not Significant,,,
ENSCSAG00000012797.1_FNDC3B,917.0408954,-0.033425223,0.302408883,-0.110529897,0.911989141,0.974123656,Not Significant,,,
ENSCSAG00000002996.1_ACAT1,362.1679733,0.026762262,0.243407504,0.109948386,0.912450309,0.9743187,Not Significant,,,
ENSCSAG00000003408.1,10.33198316,-0.053500218,0.486677849,-0.10992943,0.912465343,0.9743187,Not Significant,,,
ENSCSAG00000014753.1_MINDY4,23.38868104,-0.039754535,0.361354153,-0.110015438,0.912397132,0.9743187,Not Significant,,,
ENSCSAG00000011287.1_SELL,893.2442766,-0.047884164,0.436941745,-0.109589354,0.912735054,0.974538166,Not Significant,,,
ENSCSAG00000014896.1_ZMYND8,118.6759654,-0.025219414,0.230460091,-0.10943072,0.912860869,0.974603972,Not Significant,,,
ENSCSAG00000002759.1_SNRNP70,492.7465078,-0.023223029,0.212492623,-0.109288637,0.912973559,0.974655758,Not Significant,,,
ENSCSAG00000002124.1_VPS26B,60.84145632,0.021225776,0.194523867,0.109116562,0.913110038,0.974714103,Not Significant,,,
ENSCSAG00000010346.1_COPS7A,315.8718355,0.015518857,0.142339308,0.109027205,0.913180913,0.974714103,Not Significant,,,
ENSCSAG00000011214.1_CXCR3,9.935541515,0.065449611,0.600582197,0.108976941,0.91322078,0.974714103,Not Significant,,,
ENSCSAG00000007462.1_TRPV6,5.53070713,0.107535442,0.988657331,0.108769175,0.913385573,0.974740166,Not Significant,,,
ENSCSAG00000009158.1_NFIB,404.8977056,0.027309302,0.25122775,0.108703366,0.913437772,0.974740166,Not Significant,,,
ENSCSAG00000010457.1_TBC1D22B,19.55458529,-0.044090676,0.405125232,-0.108832215,0.913335572,0.974740166,Not Significant,,,
ENSCSAG00000001056.1_BSDC1,402.9010283,0.018606768,0.171613006,0.108422834,0.913660289,0.974840605,Not Significant,,,
ENSCSAG00000012015.1_RNF111,160.51937,0.02110999,0.194617548,0.108469097,0.913623593,0.974840605,Not Significant,,,
ENSCSAG00000009328.1,158.4230942,0.026048651,0.24248279,0.107424742,0.914452026,0.975569731,Not Significant,,,
ENSCSAG00000010540.1_GSKIP,35.81343205,0.036116051,0.336278028,0.107399379,0.914472147,0.975569731,Not Significant,,,
ENSCSAG00000010369.1,3.408801356,-0.138180358,1.288554647,-0.107236707,0.914601195,0.975581689,Not Significant,,,
ENSCSAG00000019540.1_DDX53,5.171991937,-0.070505989,0.657562337,-0.107223278,0.914611849,0.975581689,Not Significant,,,
ENSCSAG00000013962.1_VPS8,81.91082777,0.028284671,0.264348358,0.106997717,0.914790791,0.975704022,Not Significant,,,
ENSCSAG00000017746.1_LMTK2,456.9599506,-0.017750938,0.16604843,-0.106902171,0.914866591,0.975716336,Not Significant,,,
ENSCSAG00000006994.1_ZNF777,69.16777368,-0.021182449,0.198604179,-0.106656611,0.915061405,0.975750425,Not Significant,,,
ENSCSAG00000012982.1_HSPA12B,11.16016496,0.047852172,0.448703969,0.106645306,0.915070375,0.975750425,Not Significant,,,
ENSCSAG00000018500.1_TSSK6,1.913160197,0.093302068,0.875098799,0.106618896,0.915091327,0.975750425,Not Significant,,,
ENSCSAG00000001634.1_ZNF749,19.32959447,0.048605262,0.458390845,0.10603454,0.915554948,0.975770466,Not Significant,,,
ENSCSAG00000002382.1_TBRG1,35.20606321,0.031510886,0.29755194,0.105900454,0.915661334,0.975770466,Not Significant,,,
ENSCSAG00000005025.1_QRICH2,3.277696641,0.090914301,0.860425694,0.105662001,0.91585053,0.975770466,Not Significant,,,
ENSCSAG00000005603.1_KRBOX5,6.736574242,0.057393407,0.539392888,0.106403715,0.915262045,0.975770466,Not Significant,,,
ENSCSAG00000005981.1_PPM1D,50.18024692,0.031654635,0.298513644,0.10604083,0.915549957,0.975770466,Not Significant,,,
ENSCSAG00000008949.1_ATG4A,17.17776208,-0.044857661,0.42469471,-0.105623311,0.915881229,0.975770466,Not Significant,,,
ENSCSAG00000009796.1_RANBP3,119.5230951,-0.026500495,0.250113803,-0.10595375,0.915619047,0.975770466,Not Significant,,,
ENSCSAG00000010075.1_HILPDA,3.22886978,-0.087996128,0.832140821,-0.105746679,0.915783344,0.975770466,Not Significant,,,
ENSCSAG00000010158.1_FASTKD2,150.9850142,0.017503409,0.165218601,0.105940913,0.915629233,0.975770466,Not Significant,,,
ENSCSAG00000011982.1_NCOA6,325.1927182,-0.023024937,0.217642592,-0.105792422,0.915747049,0.975770466,Not Significant,,,
ENSCSAG00000016100.1,60.53644271,0.026310378,0.247603351,0.106260186,0.91537592,0.975770466,Not Significant,,,
ENSCSAG00000017127.1_ANPEP,8162.882026,0.029901384,0.281526265,0.106211703,0.915414386,0.975770466,Not Significant,,,
ENSCSAG00000004104.1_APOH,8632.627811,0.027772987,0.263452692,0.105419259,0.916043135,0.975806033,Not Significant,,,
ENSCSAG00000017764.1_ZC3H13,264.0522636,-0.045498599,0.431412062,-0.105464364,0.916007345,0.975806033,Not Significant,,,
ENSCSAG00000008500.1_EMP2,42.2333806,-0.02595112,0.246617244,-0.105228326,0.916194635,0.975878161,Not Significant,,,
ENSCSAG00000015394.1_PSMA2,68.54490851,0.030621202,0.291153728,0.105171939,0.916239377,0.975878161,Not Significant,,,
ENSCSAG00000014797.1,131.3973308,0.033779397,0.323343242,0.10446916,0.916797041,0.976374219,Not Significant,,,
ENSCSAG00000015117.1_FER,25.00477358,-0.038699474,0.370603171,-0.104422942,0.916833717,0.976374219,Not Significant,,,
ENSCSAG00000015512.1_PCK1,6927.953443,0.077161508,0.739652243,0.104321332,0.916914349,0.976391613,Not Significant,,,
ENSCSAG00000001866.1,72.82726049,0.030597879,0.29398002,0.104081492,0.917104678,0.976405411,Not Significant,,,
ENSCSAG00000007173.1_MAMLD1,19.27364625,-0.044538317,0.429109762,-0.103792364,0.917334126,0.976405411,Not Significant,,,
ENSCSAG00000009403.1_SHANK2,137.5149238,0.031837742,0.306150706,0.103993692,0.917174355,0.976405411,Not Significant,,,
ENSCSAG00000012005.1_BRINP2,18.68436428,0.058084686,0.559918123,0.103737821,0.917377412,0.976405411,Not Significant,,,
ENSCSAG00000013191.1_MAP2K1,59.41010044,-0.022633434,0.217997165,-0.103824441,0.91730867,0.976405411,Not Significant,,,
ENSCSAG00000014123.1,2.399902362,0.098148166,0.943696083,0.104003998,0.917166176,0.976405411,Not Significant,,,
ENSCSAG00000014634.1_PHKA2,196.8874652,-0.020426142,0.196736941,-0.10382464,0.917308512,0.976405411,Not Significant,,,
ENSCSAG00000001082.1_SFPQ,892.8564465,-0.022309764,0.221365138,-0.100782644,0.919723005,0.976779537,Not Significant,,,
ENSCSAG00000001864.1_SNAPIN,15.57364187,0.039784941,0.389237664,0.102212465,0.918588034,0.976779537,Not Significant,,,
ENSCSAG00000002595.1_SH2B3,57.37396895,-0.039972933,0.389424132,-0.102646267,0.918243721,0.976779537,Not Significant,,,
ENSCSAG00000002948.1_DDX10,39.8270305,0.032989553,0.323397873,0.102009183,0.918749387,0.976779537,Not Significant,,,
ENSCSAG00000005422.1_SIAH1,40.29294842,-0.025080009,0.245757021,-0.102052055,0.918715357,0.976779537,Not Significant,,,
ENSCSAG00000005524.1_CA10,11.44870886,0.189238189,1.876412764,0.100851046,0.919668705,0.976779537,Not Significant,,,
ENSCSAG00000006094.1_SPN,14.72785011,-0.053278541,0.524384191,-0.101602112,0.919072503,0.976779537,Not Significant,,,
ENSCSAG00000008081.1_SART1,152.5101239,0.019393075,0.191499113,0.101269791,0.919336296,0.976779537,Not Significant,,,
ENSCSAG00000008528.1_FBXL6,38.44596172,-0.041395367,0.402914192,-0.102739907,0.9181694,0.976779537,Not Significant,,,
ENSCSAG00000008574.1,89.10103125,-0.023043521,0.226319434,-0.10181857,0.918900686,0.976779537,Not Significant,,,
ENSCSAG00000008702.1_N4BP3,3.020464359,-0.080729344,0.800381701,-0.100863556,0.919658774,0.976779537,Not Significant,,,
ENSCSAG00000009233.1_EIF4A2,309.2312123,-0.02455967,0.242807818,-0.101148597,0.919432501,0.976779537,Not Significant,,,
ENSCSAG00000009640.1_CLBA1,74.23168291,-0.031793786,0.311716683,-0.10199578,0.918760025,0.976779537,Not Significant,,,
ENSCSAG00000009750.1_THRB,86.64109701,-0.026504837,0.262350043,-0.101028524,0.919527817,0.976779537,Not Significant,,,
ENSCSAG00000010003.1_KLC1,137.9777544,0.020727479,0.204302865,0.101454665,0.919189544,0.976779537,Not Significant,,,
ENSCSAG00000010147.1_PANK3,127.5848896,-0.022209803,0.219905623,-0.100996976,0.91955286,0.976779537,Not Significant,,,
ENSCSAG00000010605.1_TAF5L,74.41153971,0.02063635,0.201245368,0.102543228,0.918325503,0.976779537,Not Significant,,,
ENSCSAG00000010918.1_SERPINA11,529.4984329,0.033843964,0.334530917,0.101168419,0.919416766,0.976779537,Not Significant,,,
ENSCSAG00000011178.1_PNPLA8,219.6824156,-0.020719412,0.203289757,-0.101920589,0.918819708,0.976779537,Not Significant,,,
ENSCSAG00000011468.1_EIF4A1,267.2218141,-0.023003377,0.223646583,-0.102855928,0.918077316,0.976779537,Not Significant,,,
ENSCSAG00000012818.1_NUP88,170.9248255,-0.021094105,0.207455358,-0.101680215,0.919010507,0.976779537,Not Significant,,,
ENSCSAG00000014203.1_TIMM22,9.234549051,-0.047040989,0.465027565,-0.101157421,0.919425496,0.976779537,Not Significant,,,
ENSCSAG00000014819.1_DNAAF10,90.72795002,-0.018470515,0.180888479,-0.102109957,0.918669398,0.976779537,Not Significant,,,
ENSCSAG00000015569.1_FAM177A1,111.2795299,0.020740458,0.20527982,0.101035058,0.91952263,0.976779537,Not Significant,,,
ENSCSAG00000015657.1_SYCP2,58.98231173,-0.121241888,1.196959347,-0.101291567,0.91931901,0.976779537,Not Significant,,,
ENSCSAG00000015973.1_MDP1,4.288593697,0.071183686,0.697501511,0.102055243,0.918712826,0.976779537,Not Significant,,,
ENSCSAG00000016131.1_CCT6A,87.79279648,-0.026500529,0.261483074,-0.101347016,0.919274995,0.976779537,Not Significant,,,
ENSCSAG00000018091.1,2.764850196,-0.081948347,0.812243603,-0.100891342,0.919636716,0.976779537,Not Significant,,,
ENSCSAG00000018172.1_LMAN1,1105.047067,0.024540667,0.24167774,0.101542935,0.919119477,0.976779537,Not Significant,,,
ENSCSAG00000018387.1_FMO5,2416.655405,0.031434291,0.307392206,0.102261186,0.918549363,0.976779537,Not Significant,,,
ENSCSAG00000019631.1,7.193206293,-0.097140328,0.962500833,-0.100924928,0.919610054,0.976779537,Not Significant,,,
ENSCSAG00000000221.1_H2BC18,25.25111349,-0.036546907,0.385191208,-0.09487991,0.924410214,0.97687921,Not Significant,,,
ENSCSAG00000001491.1_RWDD3,17.72834035,-0.058668974,0.612967903,-0.095712963,0.923748545,0.97687921,Not Significant,,,
ENSCSAG00000001501.1_FRRS1,26.28220576,0.03029064,0.321303796,0.094274141,0.924891391,0.97687921,Not Significant,,,
ENSCSAG00000002067.1_KLK15,2.531313053,-0.431781039,4.389363783,-0.098369846,0.921638618,0.97687921,Not Significant,,,
ENSCSAG00000002865.1_HSPB2,3.384546941,0.073207237,0.772398673,0.094779082,0.924490302,0.97687921,Not Significant,,,
ENSCSAG00000002913.1_POU2AF1,210.3985711,-0.024438525,0.251186743,-0.097292256,0.922494306,0.97687921,Not Significant,,,
ENSCSAG00000003120.1_SLC7A5,19.31897396,-0.045700895,0.462279305,-0.098859919,0.921249493,0.97687921,Not Significant,,,
ENSCSAG00000003177.1_KLHL2,104.7830644,0.023735817,0.24206426,0.098055851,0.921887945,0.97687921,Not Significant,,,
ENSCSAG00000003500.1_ZNF330,45.6637404,0.031567644,0.334036262,0.094503645,0.924709087,0.97687921,Not Significant,,,
ENSCSAG00000003519.1_DMAC2,303.3273785,0.017472121,0.179666963,0.097247267,0.922530033,0.97687921,Not Significant,,,
ENSCSAG00000003736.1_DCN,443.353057,-0.02501765,0.25467728,-0.098232751,0.921747477,0.97687921,Not Significant,,,
ENSCSAG00000004006.1_TET2,167.443943,-0.022653676,0.236171609,-0.095920402,0.923583791,0.97687921,Not Significant,,,
ENSCSAG00000004018.1_SLC12A4,136.7183369,-0.021224691,0.218827217,-0.09699292,0.922732017,0.97687921,Not Significant,,,
ENSCSAG00000004367.1_MRPL17,23.80829837,0.033302786,0.344173589,0.096761595,0.922915723,0.97687921,Not Significant,,,
ENSCSAG00000004749.1_CXCL2,62.53194349,0.042441919,0.442587299,0.095895024,0.923603947,0.97687921,Not Significant,,,
ENSCSAG00000004829.1_HSPA12A,60.30783673,0.033867797,0.353802826,0.09572506,0.923738937,0.97687921,Not Significant,,,
ENSCSAG00000004849.1_KATNB1,16.16462096,-0.037008734,0.38615618,-0.095838772,0.923648623,0.97687921,Not Significant,,,
ENSCSAG00000005196.1_SLC5A12,5.832379034,0.058193891,0.59455998,0.097877242,0.922029772,0.97687921,Not Significant,,,
ENSCSAG00000005309.1_KLHL26,4.325431744,0.059092878,0.625136579,0.094527947,0.924689783,0.97687921,Not Significant,,,
ENSCSAG00000005338.1_METTL7B,819.4348214,0.022710936,0.237014483,0.095820878,0.923662836,0.97687921,Not Significant,,,
ENSCSAG00000005529.1_ITGB7,19.20258425,-0.032948524,0.343409327,-0.095945338,0.923563986,0.97687921,Not Significant,,,
ENSCSAG00000005740.1_CHERP,94.96578295,0.020049777,0.212801734,0.094218109,0.9249359,0.97687921,Not Significant,,,
ENSCSAG00000005881.1_ARHGAP19,7.50500256,-0.05335159,0.547149318,-0.097508281,0.922322758,0.97687921,Not Significant,,,
ENSCSAG00000005927.1_AGXT,2425.844329,-0.02681457,0.284137958,-0.094371659,0.924813928,0.97687921,Not Significant,,,
ENSCSAG00000005963.1,12.72720318,-0.056506603,0.580776797,-0.097294869,0.92249223,0.97687921,Not Significant,,,
ENSCSAG00000006024.1_CMSS1,10.46312204,-0.050520377,0.523510195,-0.096503139,0.923120981,0.97687921,Not Significant,,,
ENSCSAG00000006296.1_SLFN11,65.33595456,0.028455967,0.300844278,0.09458703,0.924642852,0.97687921,Not Significant,,,
ENSCSAG00000006628.1_MAN2B1,235.0846586,0.017998424,0.188915594,0.095272306,0.92409854,0.97687921,Not Significant,,,
ENSCSAG00000007054.1_PHF2,148.8631621,0.016740469,0.177253759,0.094443521,0.924756846,0.97687921,Not Significant,,,
ENSCSAG00000007101.1_GXYLT1,31.00641349,-0.030566428,0.306090353,-0.099860803,0.920454836,0.97687921,Not Significant,,,
ENSCSAG00000007134.1_LPCAT4,102.4011571,-0.029173253,0.293575992,-0.099372066,0.920842861,0.97687921,Not Significant,,,
ENSCSAG00000007265.1_UNC119,68.3563854,0.026144487,0.272540549,0.095928798,0.923577122,0.97687921,Not Significant,,,
ENSCSAG00000007933.1_KCNJ8,59.80443319,0.031502399,0.329171861,0.09570198,0.923757268,0.97687921,Not Significant,,,
ENSCSAG00000008134.1_PACS1,168.2908669,0.024867456,0.249623512,0.099619848,0.920646136,0.97687921,Not Significant,,,
ENSCSAG00000009341.1,4.910151019,-0.064702992,0.662964426,-0.097596476,0.922252723,0.97687921,Not Significant,,,
ENSCSAG00000009424.1,123.3623413,0.020666736,0.210992661,0.097950021,0.92197198,0.97687921,Not Significant,,,
ENSCSAG00000009705.1_CLEC4D,63.44392425,0.037519565,0.388481767,0.096579989,0.923059949,0.97687921,Not Significant,,,
ENSCSAG00000009709.1_DMRTA1,26.3868123,0.038959007,0.391372662,0.099544528,0.920705935,0.97687921,Not Significant,,,
ENSCSAG00000009733.1_CLEC4A,4.207143402,0.064770253,0.674694147,0.09599943,0.923521026,0.97687921,Not Significant,,,
ENSCSAG00000010111.1_CREB1,31.20979373,0.030347593,0.304397615,0.099697209,0.920584716,0.97687921,Not Significant,,,
